Coordinates;Coordinates.x1;Coordinates.x2;Coordinates.y1;Coordinates.y2;Coordinates.z1;Coordinates.z2;Coordinates.PositionUp;Coordinates.PositionDown;Coordinates.label;Coordinates.posUpDown;Coordinates.type;Coordinates.additionalInfos;Coordinates.View;Coordinates.ShowDimension
Klimor.WebApi.DXF.Structures.Coordinates;4450;6050;4190;4240;1300;2400;1;1;Up;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;6050;4190;4240;1300;2400;1;1;Up;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;6050;4190;4240;2450;3650;1;1;Up;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;6050;4190;4240;2450;3650;1;1;Up;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;6050;4190;4240;2450;3650;1;1;Up;"";Wall;"";UpUp;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;6050;4190;4240;2450;3650;1;1;Up;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;6050;4190;4240;2450;3650;1;1;Up;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;6150;6350;170;2155;0;50;0;6;Operational;"";Removable_2;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;6150;6350;2205;4190;0;50;6;0;Operational;"";Removable_2;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;6400;7100;170;2155;0;50;0;5;Operational;"";Removable_3;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;6400;7100;2205;4190;0;50;5;0;Operational;"";Removable_3;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;7150;8010;170;2155;0;50;0;4;Operational;"";Removable_3;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;7150;8010;2205;4190;0;50;4;0;Operational;"";Removable_3;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;8060;8920;170;2155;0;50;0;3;Operational;"";Removable_3;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;8060;8920;2205;4190;0;50;3;0;Operational;"";Removable_3;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;8970;9670;170;2155;0;50;0;2;Operational;"";Removable_3;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;8970;9670;2205;4190;0;50;2;0;Operational;"";Removable_3;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;9720;10320;170;2155;0;50;0;1;Operational;"";Removable_2;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;9720;10320;2205;4190;0;50;1;0;Operational;"";Removable_2;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;6150;7055;170;1095;3650;3700;0;0;Back;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;6150;7055;3265;4190;3650;3700;0;0;Back;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;6150;7055;1145;2155;3650;3700;0;0;Back;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;6150;7055;2205;3215;3650;3700;0;0;Back;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;7105;8010;170;1095;3650;3700;0;0;Back;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;7105;8010;2205;3215;3650;3700;0;0;Back;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;7105;8010;1145;2155;3650;3700;0;0;Back;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;7105;8010;3265;4190;3650;3700;0;0;Back;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;8060;9165;2205;3215;3650;3700;0;0;Back;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;8060;9165;3265;4190;3650;3700;0;0;Back;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;8060;9165;170;1095;3650;3700;0;0;Back;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;8060;9165;1145;2155;3650;3700;0;0;Back;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;9215;10320;1145;2155;3650;3700;0;0;Back;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;9215;10320;2205;3215;3650;3700;0;0;Back;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;9215;10320;170;1095;3650;3700;0;0;Back;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;9215;10320;3265;4190;3650;3700;0;0;Back;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;6150;7055;120;170;50;1800;0;0;Down_DrainTray;"";DrainTray;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;6150;7055;120;170;50;1800;0;0;Down_DrainTray;"";DrainTray;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;6150;7055;120;170;50;1800;0;0;Down_DrainTray;"";DrainTray;"";Down;True
Klimor.WebApi.DXF.Structures.Coordinates;6150;7055;120;170;50;1800;0;0;Down_DrainTray;"";DrainTray;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;6150;7055;120;170;50;1800;0;0;Down_DrainTray;"";DrainTray;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;6100;10370;120;170;1850;1850;0;0;Down_Div;"";Div;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;6100;10370;120;170;1850;1850;0;0;Down_Div;"";Div;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;6100;10370;120;170;1850;1850;0;0;Down_Div;"";Div;"";Down;True
Klimor.WebApi.DXF.Structures.Coordinates;6100;10370;120;170;1850;1850;0;0;Down_Div;"";Div;"";DownUp;True
Klimor.WebApi.DXF.Structures.Coordinates;6100;10370;120;170;1850;1850;0;0;Down_Div;"";Div;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;6100;10370;120;170;1850;1850;0;0;Down_Div;"";Div;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;6150;7055;120;170;1900;3650;0;0;Down_DrainTray;"";DrainTray;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;6150;7055;120;170;1900;3650;0;0;Down_DrainTray;"";DrainTray;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;6150;7055;120;170;1900;3650;0;0;Down_DrainTray;"";DrainTray;"";Down;True
Klimor.WebApi.DXF.Structures.Coordinates;6150;7055;120;170;1900;3650;0;0;Down_DrainTray;"";DrainTray;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;6150;7055;120;170;1900;3650;0;0;Down_DrainTray;"";DrainTray;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;7105;8010;120;170;50;1800;0;0;Down_DrainTray;"";DrainTray;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;7105;8010;120;170;50;1800;0;0;Down_DrainTray;"";DrainTray;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;7105;8010;120;170;50;1800;0;0;Down_DrainTray;"";DrainTray;"";Down;True
Klimor.WebApi.DXF.Structures.Coordinates;7105;8010;120;170;50;1800;0;0;Down_DrainTray;"";DrainTray;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;7105;8010;120;170;50;1800;0;0;Down_DrainTray;"";DrainTray;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;6100;10370;120;170;1850;1850;0;0;Down_Div;"";Div;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;6100;10370;120;170;1850;1850;0;0;Down_Div;"";Div;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;6100;10370;120;170;1850;1850;0;0;Down_Div;"";Div;"";Down;True
Klimor.WebApi.DXF.Structures.Coordinates;6100;10370;120;170;1850;1850;0;0;Down_Div;"";Div;"";DownUp;True
Klimor.WebApi.DXF.Structures.Coordinates;6100;10370;120;170;1850;1850;0;0;Down_Div;"";Div;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;6100;10370;120;170;1850;1850;0;0;Down_Div;"";Div;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;7105;8010;120;170;1900;3650;0;0;Down_DrainTray;"";DrainTray;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;7105;8010;120;170;1900;3650;0;0;Down_DrainTray;"";DrainTray;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;7105;8010;120;170;1900;3650;0;0;Down_DrainTray;"";DrainTray;"";Down;True
Klimor.WebApi.DXF.Structures.Coordinates;7105;8010;120;170;1900;3650;0;0;Down_DrainTray;"";DrainTray;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;7105;8010;120;170;1900;3650;0;0;Down_DrainTray;"";DrainTray;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;6100;10370;120;170;1850;1850;0;0;Down_Div;"";Div;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;6100;10370;120;170;1850;1850;0;0;Down_Div;"";Div;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;6100;10370;120;170;1850;1850;0;0;Down_Div;"";Div;"";Down;True
Klimor.WebApi.DXF.Structures.Coordinates;6100;10370;120;170;1850;1850;0;0;Down_Div;"";Div;"";DownUp;True
Klimor.WebApi.DXF.Structures.Coordinates;6100;10370;120;170;1850;1850;0;0;Down_Div;"";Div;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;6100;10370;120;170;1850;1850;0;0;Down_Div;"";Div;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;8060;9165;120;170;50;1800;0;0;Down_Wall;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;8060;9165;120;170;50;1800;0;0;Down_Wall;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;8060;9165;120;170;50;1800;0;0;Down_Wall;"";Wall;"";Down;True
Klimor.WebApi.DXF.Structures.Coordinates;8060;9165;120;170;50;1800;0;0;Down_Wall;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;8060;9165;120;170;50;1800;0;0;Down_Wall;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;8060;9165;120;170;1900;3650;0;0;Down_Wall;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;8060;9165;120;170;1900;3650;0;0;Down_Wall;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;8060;9165;120;170;1900;3650;0;0;Down_Wall;"";Wall;"";Down;True
Klimor.WebApi.DXF.Structures.Coordinates;8060;9165;120;170;1900;3650;0;0;Down_Wall;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;8060;9165;120;170;1900;3650;0;0;Down_Wall;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;9215;10320;120;170;1900;3650;0;0;Down_Wall;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;9215;10320;120;170;1900;3650;0;0;Down_Wall;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;9215;10320;120;170;1900;3650;0;0;Down_Wall;"";Wall;"";Down;True
Klimor.WebApi.DXF.Structures.Coordinates;9215;10320;120;170;1900;3650;0;0;Down_Wall;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;9215;10320;120;170;1900;3650;0;0;Down_Wall;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;6100;10370;120;170;1850;1850;0;0;Down_Div;"";Div;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;6100;10370;120;170;1850;1850;0;0;Down_Div;"";Div;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;6100;10370;120;170;1850;1850;0;0;Down_Div;"";Div;"";Down;True
Klimor.WebApi.DXF.Structures.Coordinates;6100;10370;120;170;1850;1850;0;0;Down_Div;"";Div;"";DownUp;True
Klimor.WebApi.DXF.Structures.Coordinates;6100;10370;120;170;1850;1850;0;0;Down_Div;"";Div;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;6100;10370;120;170;1850;1850;0;0;Down_Div;"";Div;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;9215;10320;120;170;50;1800;0;0;Down_Wall;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;9215;10320;120;170;50;1800;0;0;Down_Wall;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;9215;10320;120;170;50;1800;0;0;Down_Wall;"";Wall;"";Down;True
Klimor.WebApi.DXF.Structures.Coordinates;9215;10320;120;170;50;1800;0;0;Down_Wall;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;9215;10320;120;170;50;1800;0;0;Down_Wall;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;6150;7055;4190;4240;50;900;0;0;Up;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;6150;7055;4190;4240;50;900;0;0;Up;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;6150;7055;4190;4240;50;900;0;0;Up;"";Wall;"";UpUp;True
Klimor.WebApi.DXF.Structures.Coordinates;6150;7055;4190;4240;50;900;0;0;Up;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;6150;7055;4190;4240;50;900;0;0;Up;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;6150;7055;4190;4240;950;1800;0;0;Up;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;6150;7055;4190;4240;950;1800;0;0;Up;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;6150;7055;4190;4240;950;1800;0;0;Up;"";Wall;"";UpUp;True
Klimor.WebApi.DXF.Structures.Coordinates;6150;7055;4190;4240;950;1800;0;0;Up;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;6150;7055;4190;4240;950;1800;0;0;Up;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;6150;7055;4190;4240;1900;2750;0;0;Up;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;6150;7055;4190;4240;1900;2750;0;0;Up;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;6150;7055;4190;4240;1900;2750;0;0;Up;"";Wall;"";UpUp;True
Klimor.WebApi.DXF.Structures.Coordinates;6150;7055;4190;4240;1900;2750;0;0;Up;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;6150;7055;4190;4240;1900;2750;0;0;Up;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;6150;7055;4190;4240;2800;3650;0;0;Up;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;6150;7055;4190;4240;2800;3650;0;0;Up;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;6150;7055;4190;4240;2800;3650;0;0;Up;"";Wall;"";UpUp;True
Klimor.WebApi.DXF.Structures.Coordinates;6150;7055;4190;4240;2800;3650;0;0;Up;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;6150;7055;4190;4240;2800;3650;0;0;Up;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;6100;10370;4190;4240;1850;1850;0;0;Up;"";Div;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;6100;10370;4190;4240;1850;1850;0;0;Up;"";Div;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;6100;10370;4190;4240;1850;1850;0;0;Up;"";Div;"";UpUp;True
Klimor.WebApi.DXF.Structures.Coordinates;6100;10370;4190;4240;1850;1850;0;0;Up;"";Div;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;6100;10370;4190;4240;1850;1850;0;0;Up;"";Div;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;7105;8010;4190;4240;50;900;0;0;Up;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;7105;8010;4190;4240;50;900;0;0;Up;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;7105;8010;4190;4240;50;900;0;0;Up;"";Wall;"";UpUp;True
Klimor.WebApi.DXF.Structures.Coordinates;7105;8010;4190;4240;50;900;0;0;Up;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;7105;8010;4190;4240;50;900;0;0;Up;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;7105;8010;4190;4240;950;1800;0;0;Up;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;7105;8010;4190;4240;950;1800;0;0;Up;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;7105;8010;4190;4240;950;1800;0;0;Up;"";Wall;"";UpUp;True
Klimor.WebApi.DXF.Structures.Coordinates;7105;8010;4190;4240;950;1800;0;0;Up;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;7105;8010;4190;4240;950;1800;0;0;Up;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;6100;10370;4190;4240;1850;1850;0;0;Up;"";Div;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;6100;10370;4190;4240;1850;1850;0;0;Up;"";Div;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;6100;10370;4190;4240;1850;1850;0;0;Up;"";Div;"";UpUp;True
Klimor.WebApi.DXF.Structures.Coordinates;6100;10370;4190;4240;1850;1850;0;0;Up;"";Div;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;6100;10370;4190;4240;1850;1850;0;0;Up;"";Div;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;7105;8010;4190;4240;1900;2750;0;0;Up;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;7105;8010;4190;4240;1900;2750;0;0;Up;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;7105;8010;4190;4240;1900;2750;0;0;Up;"";Wall;"";UpUp;True
Klimor.WebApi.DXF.Structures.Coordinates;7105;8010;4190;4240;1900;2750;0;0;Up;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;7105;8010;4190;4240;1900;2750;0;0;Up;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;7105;8010;4190;4240;2800;3650;0;0;Up;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;7105;8010;4190;4240;2800;3650;0;0;Up;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;7105;8010;4190;4240;2800;3650;0;0;Up;"";Wall;"";UpUp;True
Klimor.WebApi.DXF.Structures.Coordinates;7105;8010;4190;4240;2800;3650;0;0;Up;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;7105;8010;4190;4240;2800;3650;0;0;Up;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;8060;9165;4190;4240;2800;3650;0;0;Up;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;8060;9165;4190;4240;2800;3650;0;0;Up;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;8060;9165;4190;4240;2800;3650;0;0;Up;"";Wall;"";UpUp;True
Klimor.WebApi.DXF.Structures.Coordinates;8060;9165;4190;4240;2800;3650;0;0;Up;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;8060;9165;4190;4240;2800;3650;0;0;Up;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;8060;9165;4190;4240;50;900;0;0;Up;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;8060;9165;4190;4240;50;900;0;0;Up;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;8060;9165;4190;4240;50;900;0;0;Up;"";Wall;"";UpUp;True
Klimor.WebApi.DXF.Structures.Coordinates;8060;9165;4190;4240;50;900;0;0;Up;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;8060;9165;4190;4240;50;900;0;0;Up;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;8060;9165;4190;4240;950;1800;0;0;Up;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;8060;9165;4190;4240;950;1800;0;0;Up;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;8060;9165;4190;4240;950;1800;0;0;Up;"";Wall;"";UpUp;True
Klimor.WebApi.DXF.Structures.Coordinates;8060;9165;4190;4240;950;1800;0;0;Up;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;8060;9165;4190;4240;950;1800;0;0;Up;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;6100;10370;4190;4240;1850;1850;0;0;Up;"";Div;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;6100;10370;4190;4240;1850;1850;0;0;Up;"";Div;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;6100;10370;4190;4240;1850;1850;0;0;Up;"";Div;"";UpUp;True
Klimor.WebApi.DXF.Structures.Coordinates;6100;10370;4190;4240;1850;1850;0;0;Up;"";Div;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;6100;10370;4190;4240;1850;1850;0;0;Up;"";Div;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;8060;9165;4190;4240;1900;2750;0;0;Up;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;8060;9165;4190;4240;1900;2750;0;0;Up;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;8060;9165;4190;4240;1900;2750;0;0;Up;"";Wall;"";UpUp;True
Klimor.WebApi.DXF.Structures.Coordinates;8060;9165;4190;4240;1900;2750;0;0;Up;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;8060;9165;4190;4240;1900;2750;0;0;Up;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;9215;10320;4190;4240;950;1800;0;0;Up;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;9215;10320;4190;4240;950;1800;0;0;Up;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;9215;10320;4190;4240;950;1800;0;0;Up;"";Wall;"";UpUp;True
Klimor.WebApi.DXF.Structures.Coordinates;9215;10320;4190;4240;950;1800;0;0;Up;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;9215;10320;4190;4240;950;1800;0;0;Up;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;9215;10320;4190;4240;2800;3650;0;0;Up;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;9215;10320;4190;4240;2800;3650;0;0;Up;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;9215;10320;4190;4240;2800;3650;0;0;Up;"";Wall;"";UpUp;True
Klimor.WebApi.DXF.Structures.Coordinates;9215;10320;4190;4240;2800;3650;0;0;Up;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;9215;10320;4190;4240;2800;3650;0;0;Up;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;9215;10320;4190;4240;1900;2750;0;0;Up;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;9215;10320;4190;4240;1900;2750;0;0;Up;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;9215;10320;4190;4240;1900;2750;0;0;Up;"";Wall;"";UpUp;True
Klimor.WebApi.DXF.Structures.Coordinates;9215;10320;4190;4240;1900;2750;0;0;Up;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;9215;10320;4190;4240;1900;2750;0;0;Up;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;9215;10320;4190;4240;50;900;0;0;Up;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;9215;10320;4190;4240;50;900;0;0;Up;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;9215;10320;4190;4240;50;900;0;0;Up;"";Wall;"";UpUp;True
Klimor.WebApi.DXF.Structures.Coordinates;9215;10320;4190;4240;50;900;0;0;Up;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;9215;10320;4190;4240;50;900;0;0;Up;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;0;2900;120;2120;0;3700;0;1;Block;"Block: Up 0, Down 1";Block;Klimor.WebApi.DXF.Structures.AdditionalInfo;Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;0;2900;120;2120;0;3700;0;1;Block;"Block: Up 0, Down 1";Block;Klimor.WebApi.DXF.Structures.AdditionalInfo;Back;True
Klimor.WebApi.DXF.Structures.Coordinates;0;2900;120;2120;0;3700;0;1;Block;"Block: Up 0, Down 1";Block;Klimor.WebApi.DXF.Structures.AdditionalInfo;Up;True
Klimor.WebApi.DXF.Structures.Coordinates;0;2900;120;2120;0;3700;0;1;Block;"Block: Up 0, Down 1";Block;Klimor.WebApi.DXF.Structures.AdditionalInfo;Down;True
Klimor.WebApi.DXF.Structures.Coordinates;0;2900;120;2120;0;3700;0;1;Block;"Block: Up 0, Down 1";Block;Klimor.WebApi.DXF.Structures.AdditionalInfo;LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;0;2900;120;2120;0;3700;0;1;Block;"Block: Up 0, Down 1";Block;Klimor.WebApi.DXF.Structures.AdditionalInfo;RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;2900;4400;120;2120;0;3700;0;2;Block;"Block: Up 0, Down 2";Block;Klimor.WebApi.DXF.Structures.AdditionalInfo;Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;2900;4400;120;2120;0;3700;0;2;Block;"Block: Up 0, Down 2";Block;Klimor.WebApi.DXF.Structures.AdditionalInfo;Back;True
Klimor.WebApi.DXF.Structures.Coordinates;2900;4400;120;2120;0;3700;0;2;Block;"Block: Up 0, Down 2";Block;Klimor.WebApi.DXF.Structures.AdditionalInfo;Up;True
Klimor.WebApi.DXF.Structures.Coordinates;2900;4400;120;2120;0;3700;0;2;Block;"Block: Up 0, Down 2";Block;Klimor.WebApi.DXF.Structures.AdditionalInfo;Down;True
Klimor.WebApi.DXF.Structures.Coordinates;2900;4400;120;2120;0;3700;0;2;Block;"Block: Up 0, Down 2";Block;Klimor.WebApi.DXF.Structures.AdditionalInfo;LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;2900;4400;120;2120;0;3700;0;2;Block;"Block: Up 0, Down 2";Block;Klimor.WebApi.DXF.Structures.AdditionalInfo;RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;4400;6100;120;2120;0;3700;0;3;Block;"Block: Up 0, Down 3";Block;Klimor.WebApi.DXF.Structures.AdditionalInfo;Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;4400;6100;120;2120;0;3700;0;3;Block;"Block: Up 0, Down 3";Block;Klimor.WebApi.DXF.Structures.AdditionalInfo;Back;True
Klimor.WebApi.DXF.Structures.Coordinates;4400;6100;120;2120;0;3700;0;3;Block;"Block: Up 0, Down 3";Block;Klimor.WebApi.DXF.Structures.AdditionalInfo;Up;True
