Coordinates;Coordinates.x1;Coordinates.x2;Coordinates.y1;Coordinates.y2;Coordinates.z1;Coordinates.z2;Coordinates.PositionUp;Coordinates.PositionDown;Coordinates.label;Coordinates.posUpDown;Coordinates.type;Coordinates.additionalInfos;Coordinates.View;Coordinates.ShowDimension
Klimor.WebApi.DXF.Structures.Coordinates;2950;3150;120;170;50;1825;1;1;Down_DrainTray;"";DrainTray;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;2950;3150;120;170;50;1825;1;1;Down_DrainTray;"";DrainTray;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;2950;3150;120;170;50;1825;1;1;Down_DrainTray;"";DrainTray;"";Down;True
Klimor.WebApi.DXF.Structures.Coordinates;2950;3150;120;170;50;1825;1;1;Down_DrainTray;"";DrainTray;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;2950;3150;120;170;50;1825;1;1;Down_DrainTray;"";DrainTray;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;2950;3150;120;170;1875;3650;1;1;Down_DrainTray;"";DrainTray;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;2950;3150;120;170;1875;3650;1;1;Down_DrainTray;"";DrainTray;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;2950;3150;120;170;1875;3650;1;1;Down_DrainTray;"";DrainTray;"";Down;True
Klimor.WebApi.DXF.Structures.Coordinates;2950;3150;120;170;1875;3650;1;1;Down_DrainTray;"";DrainTray;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;2950;3150;120;170;1875;3650;1;1;Down_DrainTray;"";DrainTray;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;3200;4350;120;170;50;1825;2;2;Down_Wall;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;3200;4350;120;170;50;1825;2;2;Down_Wall;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;3200;4350;120;170;50;1825;2;2;Down_Wall;"";Wall;"";Down;True
Klimor.WebApi.DXF.Structures.Coordinates;3200;4350;120;170;50;1825;2;2;Down_Wall;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;3200;4350;120;170;50;1825;2;2;Down_Wall;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;3200;4350;120;170;1875;3650;2;2;Down_Wall;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;3200;4350;120;170;1875;3650;2;2;Down_Wall;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;3200;4350;120;170;1875;3650;2;2;Down_Wall;"";Wall;"";Down;True
Klimor.WebApi.DXF.Structures.Coordinates;3200;4350;120;170;1875;3650;2;2;Down_Wall;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;3200;4350;120;170;1875;3650;2;2;Down_Wall;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;2950;4350;2070;2120;50;1250;1;1;Up;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;2950;4350;2070;2120;50;1250;1;1;Up;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;2950;4350;2070;2120;50;1250;1;1;Up;"";Wall;"";Up;True
Klimor.WebApi.DXF.Structures.Coordinates;2950;4350;2070;2120;50;1250;1;1;Up;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;2950;4350;2070;2120;50;1250;1;1;Up;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;2950;4350;2070;2120;1300;2400;1;1;Up;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;2950;4350;2070;2120;1300;2400;1;1;Up;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;2950;4350;2070;2120;1300;2400;1;1;Up;"";Wall;"";Up;True
Klimor.WebApi.DXF.Structures.Coordinates;2950;4350;2070;2120;1300;2400;1;1;Up;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;2950;4350;2070;2120;1300;2400;1;1;Up;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;2950;4350;2070;2120;2450;3650;1;1;Up;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;2950;4350;2070;2120;2450;3650;1;1;Up;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;2950;4350;2070;2120;2450;3650;1;1;Up;"";Wall;"";Up;True
Klimor.WebApi.DXF.Structures.Coordinates;2950;4350;2070;2120;2450;3650;1;1;Up;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;2950;4350;2070;2120;2450;3650;1;1;Up;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;4950;170;2070;0;50;1;1;Operational;"";Removable_3;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;5000;5400;170;2070;0;50;2;2;Operational;"";Removable_2;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;5450;6050;170;2070;0;50;3;3;Operational;"";Removable_2;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;6050;170;1095;3650;3700;1;1;Back;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;6050;1145;2070;3650;3700;1;1;Back;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;5250;120;170;50;1825;1;1;Down_Wall;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;5250;120;170;50;1825;1;1;Down_Wall;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;5250;120;170;50;1825;1;1;Down_Wall;"";Wall;"";Down;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;5250;120;170;50;1825;1;1;Down_Wall;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;5250;120;170;50;1825;1;1;Down_Wall;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;5250;120;170;1875;3650;1;1;Down_Wall;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;5250;120;170;1875;3650;1;1;Down_Wall;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;5250;120;170;1875;3650;1;1;Down_Wall;"";Wall;"";Down;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;5250;120;170;1875;3650;1;1;Down_Wall;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;5250;120;170;1875;3650;1;1;Down_Wall;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;5300;6050;120;170;50;1825;2;2;Down_Wall;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;5300;6050;120;170;50;1825;2;2;Down_Wall;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;5300;6050;120;170;50;1825;2;2;Down_Wall;"";Wall;"";Down;True
Klimor.WebApi.DXF.Structures.Coordinates;5300;6050;120;170;50;1825;2;2;Down_Wall;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;5300;6050;120;170;50;1825;2;2;Down_Wall;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;5300;6050;120;170;1875;3650;2;2;Down_Wall;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;5300;6050;120;170;1875;3650;2;2;Down_Wall;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;5300;6050;120;170;1875;3650;2;2;Down_Wall;"";Wall;"";Down;True
Klimor.WebApi.DXF.Structures.Coordinates;5300;6050;120;170;1875;3650;2;2;Down_Wall;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;5300;6050;120;170;1875;3650;2;2;Down_Wall;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;6050;2070;2120;50;1250;1;1;Up;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;6050;2070;2120;50;1250;1;1;Up;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;6050;2070;2120;50;1250;1;1;Up;"";Wall;"";Up;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;6050;2070;2120;50;1250;1;1;Up;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;6050;2070;2120;50;1250;1;1;Up;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;6050;2070;2120;1300;2400;1;1;Up;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;6050;2070;2120;1300;2400;1;1;Up;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;6050;2070;2120;1300;2400;1;1;Up;"";Wall;"";Up;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;6050;2070;2120;1300;2400;1;1;Up;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;6050;2070;2120;1300;2400;1;1;Up;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;6050;2070;2120;2450;3650;1;1;Up;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;6050;2070;2120;2450;3650;1;1;Up;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;6050;2070;2120;2450;3650;1;1;Up;"";Wall;"";Up;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;6050;2070;2120;2450;3650;1;1;Up;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;6050;2070;2120;2450;3650;1;1;Up;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;10420;11020;170;2070;0;50;1;1;Operational;"";Removable_2;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;11070;11670;170;2070;0;50;2;2;Operational;"";Removable_2;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;10420;11120;120;170;50;1825;1;1;Down_Wall;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;10420;11120;120;170;50;1825;1;1;Down_Wall;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;10420;11120;120;170;50;1825;1;1;Down_Wall;"";Wall;"";Down;True
Klimor.WebApi.DXF.Structures.Coordinates;10420;11120;120;170;50;1825;1;1;Down_Wall;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;10420;11120;120;170;50;1825;1;1;Down_Wall;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;10420;11120;120;170;1875;3650;1;1;Down_Wall;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;10420;11120;120;170;1875;3650;1;1;Down_Wall;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;10420;11120;120;170;1875;3650;1;1;Down_Wall;"";Wall;"";Down;True
Klimor.WebApi.DXF.Structures.Coordinates;10420;11120;120;170;1875;3650;1;1;Down_Wall;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;10420;11120;120;170;1875;3650;1;1;Down_Wall;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;11170;11670;120;170;50;1825;2;2;Down_Wall;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;11170;11670;120;170;50;1825;2;2;Down_Wall;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;11170;11670;120;170;50;1825;2;2;Down_Wall;"";Wall;"";Down;True
Klimor.WebApi.DXF.Structures.Coordinates;11170;11670;120;170;50;1825;2;2;Down_Wall;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;11170;11670;120;170;50;1825;2;2;Down_Wall;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;11170;11670;120;170;1875;3650;2;2;Down_Wall;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;11170;11670;120;170;1875;3650;2;2;Down_Wall;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;11170;11670;120;170;1875;3650;2;2;Down_Wall;"";Wall;"";Down;True
Klimor.WebApi.DXF.Structures.Coordinates;11170;11670;120;170;1875;3650;2;2;Down_Wall;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;11170;11670;120;170;1875;3650;2;2;Down_Wall;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;10420;11670;2070;2120;50;1250;1;1;Up;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;10420;11670;2070;2120;50;1250;1;1;Up;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;10420;11670;2070;2120;50;1250;1;1;Up;"";Wall;"";Up;True
Klimor.WebApi.DXF.Structures.Coordinates;10420;11670;2070;2120;50;1250;1;1;Up;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;10420;11670;2070;2120;50;1250;1;1;Up;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;10420;11670;2070;2120;1300;2400;1;1;Up;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;10420;11670;2070;2120;1300;2400;1;1;Up;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;10420;11670;2070;2120;1300;2400;1;1;Up;"";Wall;"";Up;True
Klimor.WebApi.DXF.Structures.Coordinates;10420;11670;2070;2120;1300;2400;1;1;Up;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;10420;11670;2070;2120;1300;2400;1;1;Up;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;10420;11670;2070;2120;2450;3650;1;1;Up;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;10420;11670;2070;2120;2450;3650;1;1;Up;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;10420;11670;2070;2120;2450;3650;1;1;Up;"";Wall;"";Up;True
Klimor.WebApi.DXF.Structures.Coordinates;10420;11670;2070;2120;2450;3650;1;1;Up;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;10420;11670;2070;2120;2450;3650;1;1;Up;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;2500;3000;2290;4190;0;50;1;1;Operational;"";Removable_2;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;3050;3450;2290;4190;0;50;2;2;Operational;"";Removable_3;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;3500;3700;2290;4190;0;50;3;3;Operational;"";Removable_2;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;3750;4350;2290;4190;0;50;4;4;Operational;"";Removable_3;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;2500;3500;2290;3215;3650;3700;1;1;Back;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;2500;3500;3265;4190;3650;3700;1;1;Back;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;3550;4350;2290;3215;3650;3700;2;2;Back;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;3550;4350;3265;4190;3650;3700;2;2;Back;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;2500;3450;2240;2290;50;1825;1;1;Down_Wall;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;2500;3450;2240;2290;50;1825;1;1;Down_Wall;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;2500;3450;2240;2290;50;1825;1;1;Down_Wall;"";Wall;"";DownUp;True
Klimor.WebApi.DXF.Structures.Coordinates;2500;3450;2240;2290;50;1825;1;1;Down_Wall;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;2500;3450;2240;2290;50;1825;1;1;Down_Wall;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;2500;3450;2240;2290;1875;3650;1;1;Down_Wall;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;2500;3450;2240;2290;1875;3650;1;1;Down_Wall;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;2500;3450;2240;2290;1875;3650;1;1;Down_Wall;"";Wall;"";DownUp;True
Klimor.WebApi.DXF.Structures.Coordinates;2500;3450;2240;2290;1875;3650;1;1;Down_Wall;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;2500;3450;2240;2290;1875;3650;1;1;Down_Wall;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;3500;3700;2240;2290;50;1825;2;2;Down_DrainTray;"";DrainTray;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;3500;3700;2240;2290;50;1825;2;2;Down_DrainTray;"";DrainTray;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;3500;3700;2240;2290;50;1825;2;2;Down_DrainTray;"";DrainTray;"";DownUp;True
Klimor.WebApi.DXF.Structures.Coordinates;3500;3700;2240;2290;50;1825;2;2;Down_DrainTray;"";DrainTray;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;3500;3700;2240;2290;50;1825;2;2;Down_DrainTray;"";DrainTray;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;3500;3700;2240;2290;1875;3650;2;2;Down_DrainTray;"";DrainTray;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;3500;3700;2240;2290;1875;3650;2;2;Down_DrainTray;"";DrainTray;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;3500;3700;2240;2290;1875;3650;2;2;Down_DrainTray;"";DrainTray;"";DownUp;True
Klimor.WebApi.DXF.Structures.Coordinates;3500;3700;2240;2290;1875;3650;2;2;Down_DrainTray;"";DrainTray;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;3500;3700;2240;2290;1875;3650;2;2;Down_DrainTray;"";DrainTray;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;3750;4350;2240;2290;50;1825;3;3;Down_DrainTray;"";DrainTray;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;3750;4350;2240;2290;50;1825;3;3;Down_DrainTray;"";DrainTray;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;3750;4350;2240;2290;50;1825;3;3;Down_DrainTray;"";DrainTray;"";DownUp;True
Klimor.WebApi.DXF.Structures.Coordinates;3750;4350;2240;2290;50;1825;3;3;Down_DrainTray;"";DrainTray;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;3750;4350;2240;2290;50;1825;3;3;Down_DrainTray;"";DrainTray;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;3750;4350;2240;2290;1875;3650;3;3;Down_DrainTray;"";DrainTray;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;3750;4350;2240;2290;1875;3650;3;3;Down_DrainTray;"";DrainTray;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;3750;4350;2240;2290;1875;3650;3;3;Down_DrainTray;"";DrainTray;"";DownUp;True
Klimor.WebApi.DXF.Structures.Coordinates;3750;4350;2240;2290;1875;3650;3;3;Down_DrainTray;"";DrainTray;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;3750;4350;2240;2290;1875;3650;3;3;Down_DrainTray;"";DrainTray;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;2500;3500;4190;4240;50;1250;1;1;Up;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;2500;3500;4190;4240;50;1250;1;1;Up;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;2500;3500;4190;4240;50;1250;1;1;Up;"";Wall;"";UpUp;True
Klimor.WebApi.DXF.Structures.Coordinates;2500;3500;4190;4240;50;1250;1;1;Up;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;2500;3500;4190;4240;50;1250;1;1;Up;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;2500;3500;4190;4240;1300;2400;1;1;Up;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;2500;3500;4190;4240;1300;2400;1;1;Up;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;2500;3500;4190;4240;1300;2400;1;1;Up;"";Wall;"";UpUp;True
Klimor.WebApi.DXF.Structures.Coordinates;2500;3500;4190;4240;1300;2400;1;1;Up;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;2500;3500;4190;4240;1300;2400;1;1;Up;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;2500;3500;4190;4240;2450;3650;1;1;Up;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;2500;3500;4190;4240;2450;3650;1;1;Up;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;2500;3500;4190;4240;2450;3650;1;1;Up;"";Wall;"";UpUp;True
Klimor.WebApi.DXF.Structures.Coordinates;2500;3500;4190;4240;2450;3650;1;1;Up;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;2500;3500;4190;4240;2450;3650;1;1;Up;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;3550;4350;4190;4240;50;1250;2;2;Up;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;3550;4350;4190;4240;50;1250;2;2;Up;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;3550;4350;4190;4240;50;1250;2;2;Up;"";Wall;"";UpUp;True
Klimor.WebApi.DXF.Structures.Coordinates;3550;4350;4190;4240;50;1250;2;2;Up;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;3550;4350;4190;4240;50;1250;2;2;Up;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;3550;4350;4190;4240;1300;2400;2;2;Up;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;3550;4350;4190;4240;1300;2400;2;2;Up;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;3550;4350;4190;4240;1300;2400;2;2;Up;"";Wall;"";UpUp;True
Klimor.WebApi.DXF.Structures.Coordinates;3550;4350;4190;4240;1300;2400;2;2;Up;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;3550;4350;4190;4240;1300;2400;2;2;Up;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;3550;4350;4190;4240;2450;3650;2;2;Up;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;3550;4350;4190;4240;2450;3650;2;2;Up;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;3550;4350;4190;4240;2450;3650;2;2;Up;"";Wall;"";UpUp;True
Klimor.WebApi.DXF.Structures.Coordinates;3550;4350;4190;4240;2450;3650;2;2;Up;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;3550;4350;4190;4240;2450;3650;2;2;Up;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;5050;2290;4190;0;50;1;1;Operational;"";Removable_2;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;5100;5500;2290;4190;0;50;2;2;Operational;"";Removable_2;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;5550;6050;2290;4190;0;50;3;3;Operational;"";Removable_3;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;6050;2290;3215;3650;3700;1;1;Back;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;6050;3265;4190;3650;3700;1;1;Back;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;5250;2240;2290;50;1825;1;1;Down_Wall;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;5250;2240;2290;50;1825;1;1;Down_Wall;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;5250;2240;2290;50;1825;1;1;Down_Wall;"";Wall;"";DownUp;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;5250;2240;2290;50;1825;1;1;Down_Wall;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;5250;2240;2290;50;1825;1;1;Down_Wall;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;5250;2240;2290;1875;3650;1;1;Down_Wall;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;5250;2240;2290;1875;3650;1;1;Down_Wall;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;5250;2240;2290;1875;3650;1;1;Down_Wall;"";Wall;"";DownUp;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;5250;2240;2290;1875;3650;1;1;Down_Wall;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;5250;2240;2290;1875;3650;1;1;Down_Wall;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;5300;6050;2240;2290;50;1825;2;2;Down_Wall;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;5300;6050;2240;2290;50;1825;2;2;Down_Wall;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;5300;6050;2240;2290;50;1825;2;2;Down_Wall;"";Wall;"";DownUp;True
Klimor.WebApi.DXF.Structures.Coordinates;5300;6050;2240;2290;50;1825;2;2;Down_Wall;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;5300;6050;2240;2290;50;1825;2;2;Down_Wall;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;5300;6050;2240;2290;1875;3650;2;2;Down_Wall;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;5300;6050;2240;2290;1875;3650;2;2;Down_Wall;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;5300;6050;2240;2290;1875;3650;2;2;Down_Wall;"";Wall;"";DownUp;True
Klimor.WebApi.DXF.Structures.Coordinates;5300;6050;2240;2290;1875;3650;2;2;Down_Wall;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;5300;6050;2240;2290;1875;3650;2;2;Down_Wall;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;6050;4190;4240;50;1250;1;1;Up;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;6050;4190;4240;50;1250;1;1;Up;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;6050;4190;4240;50;1250;1;1;Up;"";Wall;"";UpUp;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;6050;4190;4240;50;1250;1;1;Up;"";Wall;"";LeftFront;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;6050;4190;4240;50;1250;1;1;Up;"";Wall;"";RightFront;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;6050;4190;4240;1300;2400;1;1;Up;"";Wall;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;6050;4190;4240;1300;2400;1;1;Up;"";Wall;"";Back;True
Klimor.WebApi.DXF.Structures.Coordinates;4450;6050;4190;4240;1300;2400;1;1;Up;"";Wall;"";UpUp;True
